(1.0), [4.1, 3.6, 2.4, 3.8]
(125.0), [2.0, 5.5, 4.6, 0.9]
(126.0), [8.1, 3.1, 1.5, 6.9]
(127.0), [6.0, 3.1, 8.9, 6.3]
(128.0), [3.3, 9.1, 9.6, 4.8]
(129.0), [6.6, 5.4, 1.9, 2.4]
(130.0), [5.7, 0.7, 3.8, 7.6]
(131.0), [8.1, 1.2, 7.2, 5.5]
(132.0), [5.3, 3.6, 9.3, 9.2]
(133.0), [0.7, 6.5, 2.9, 6.0]
(134.0), [2.6, 6.7, 2.6, 4.3]
(135.0), [5.6, 4.8, 0.0, 8.7]
(136.0), [4.5, 3.9, 1.5, 2.2]
(137.0), [9.8, 2.7, 3.0, 0.0]
(138.0), [4.3, 8.0, 8.0, 4.2]
(139.0), [3.4, 8.9, 3.2, 3.1]
(140.0), [2.4, 2.3, 8.7, 2.0]
(141.0), [3.6, 2.5, 3.1, 6.6]
(142.0), [0.2, 6.2, 5.8, 3.8]
(143.0), [0.0, 4.7, 5.9, 6.4]
(144.0), [9.6, 9.2, 0.9, 6.7]
(145.0), [8.4, 2.5, 6.3, 2.1]
(146.0), [8.7, 4.4, 9.8, 9.2]
(147.0), [2.7, 0.3, 6.8, 5.4]
(148.0), [1.4, 0.4, 6.7, 5.4]
(149.0), [5.3, 9.6, 6.3, 7.8]
(150.0), [2.4, 1.7, 2.8, 2.8]
(151.0), [3.5, 3.3, 9.7, 5.0]
(152.0), [4.0, 1.6, 3.6, 0.4]
(153.0), [5.1, 0.8, 9.8, 4.9]
(154.0), [6.4, 2.8, 7.8, 5.9]
(155.0), [3.9, 7.4, 5.7, 5.9]
(156.0), [3.2, 3.7, 1.8, 3.3]
(157.0), [1.4, 1.8, 3.2, 2.0]
(158.0), [6.8, 4.6, 6.9, 9.3]
(159.0), [8.8, 7.0, 3.3, 9.7]
(160.0), [7.3, 3.3, 9.5, 0.6]
(161.0), [4.0, 3.5, 6.1, 6.0]
(162.0), [9.1, 1.4, 6.1, 7.8]
(163.0), [2.4, 4.4, 5.1, 7.5]
(164.0), [8.0, 0.6, 5.2, 7.2]
(165.0), [0.8, 3.7, 7.6, 3.4]
(166.0), [2.1, 2.0, 0.8, 1.3]
(167.0), [6.2, 6.9, 3.4, 5.7]
(168.0), [8.6, 1.9, 1.5, 4.8]
(169.0), [1.6, 5.4, 9.7, 0.5]
(170.0), [8.8, 3.7, 3.6, 0.8]
(171.0), [1.4, 5.0, 3.9, 4.1]
(172.0), [1.9, 8.0, 2.0, 2.9]
(173.0), [4.3, 7.0, 3.0, 3.4]
(174.0), [1.0, 3.9, 3.7, 1.2]
(175.0), [6.1, 5.8, 7.4, 1.0]
(176.0), [4.3, 4.6, 0.4, 0.1]
(177.0), [4.0, 7.9, 8.2, 0.2]
(178.0), [8.6, 9.9, 0.9, 5.2]
(179.0), [1.7, 7.6, 2.1, 8.4]
(180.0), [3.8, 7.6, 0.4, 8.2]
(181.0), [2.7, 4.7, 8.8, 6.7]
(182.0), [4.7, 2.9, 4.5, 7.0]
(183.0), [5.8, 8.7, 0.9, 9.7]
(184.0), [2.7, 1.4, 2.5, 8.1]
(185.0), [7.6, 4.3, 3.9, 9.3]
(186.0), [1.0, 5.2, 2.7, 2.5]
(187.0), [0.3, 1.5, 9.8, 2.9]
(188.0), [6.3, 5.4, 2.3, 5.4]
(189.0), [9.2, 6.6, 9.8, 9.5]
(190.0), [4.7, 3.1, 8.0, 3.3]
(191.0), [9.5, 7.6, 9.0, 8.5]
(192.0), [0.3, 1.6, 5.1, 9.3]
(193.0), [6.0, 6.1, 7.6, 6.5]
(194.0), [7.8, 1.1, 7.9, 7.9]
(195.0), [4.6, 7.5, 0.9, 7.5]
(196.0), [5.9, 9.8, 9.5, 7.0]
(197.0), [2.6, 3.0, 7.5, 7.5]
(198.0), [2.2, 5.7, 0.6, 6.2]
(199.0), [9.2, 5.9, 7.3, 4.5]
(200.0), [8.7, 7.5, 9.1, 6.9]
(201.0), [4.9, 2.4, 6.6, 6.6]
(202.0), [9.9, 0.3, 1.4, 9.8]
(203.0), [5.0, 4.3, 3.1, 0.3]
(204.0), [0.6, 3.9, 1.8, 1.2]
(205.0), [7.0, 6.4, 6.5, 5.2]
(206.0), [3.5, 8.4, 10.0, 9.7]
(207.0), [5.2, 7.7, 4.4, 2.9]
(208.0), [5.5, 9.9, 3.1, 3.6]
(209.0), [1.7, 9.2, 0.9, 1.6]
(210.0), [9.7, 3.8, 6.1, 6.6]
(211.0), [8.5, 7.1, 6.8, 2.6]
(212.0), [2.3, 8.4, 7.7, 1.4]
(213.0), [1.9, 7.3, 9.2, 5.0]
(214.0), [3.6, 8.9, 3.2, 0.4]
(215.0), [2.8, 5.3, 9.1, 4.9]
(216.0), [8.2, 1.4, 4.8, 7.0]
(217.0), [1.5, 4.4, 8.4, 3.9]
(218.0), [6.7, 8.6, 9.3, 7.4]
(219.0), [9.6, 1.7, 5.9, 8.2]
(220.0), [7.7, 6.1, 9.9, 2.8]
(221.0), [5.8, 0.8, 8.4, 8.1]
(222.0), [5.4, 3.1, 8.8, 0.1]
(223.0), [1.6, 5.2, 9.8, 9.5]
(224.0), [6.6, 9.3, 1.3, 8.9]
(225.0), [3.6, 10.0, 4.6, 4.1]
(226.0), [7.4, 9.3, 3.1, 2.0]
(227.0), [1.1, 3.9, 4.8, 0.9]
(228.0), [6.5, 1.4, 3.4, 8.5]
(229.0), [6.6, 8.6, 1.6, 3.7]
(230.0), [8.2, 6.9, 4.8, 3.0]
(231.0), [8.1, 0.6, 7.0, 5.9]
(232.0), [3.0, 5.0, 0.1, 2.9]
(233.0), [8.7, 1.8, 7.7, 7.1]
(234.0), [5.9, 3.7, 5.7, 6.0]
(235.0), [5.4, 4.4, 2.7, 8.6]
(236.0), [4.3, 7.0, 9.8, 3.5]
(237.0), [2.3, 1.2, 0.8, 2.5]
(238.0), [5.2, 2.3, 2.0, 2.9]
(239.0), [3.7, 2.1, 2.2, 9.9]
(240.0), [2.9, 3.3, 1.1, 8.7]
(241.0), [2.8, 8.6, 2.2, 7.9]
(242.0), [6.7, 7.6, 2.8, 6.1]
(243.0), [2.5, 8.3, 8.1, 3.7]
(244.0), [2.7, 0.6, 9.0, 0.1]
(245.0), [4.3, 9.8, 6.9, 5.6]
(246.0), [1.5, 0.2, 1.7, 5.9]
(247.0), [7.9, 8.5, 4.7, 1.6]
(248.0), [2.7, 7.9, 8.2, 2.8]
(249.0), [8.1, 6.8, 4.0, 3.4]
(250.0), [5.8, 5.6, 1.5, 7.4]
(251.0), [9.4, 8.0, 8.6, 5.8]
(252.0), [5.5, 4.4, 6.2, 5.6]
(253.0), [4.2, 1.3, 4.1, 5.3]
(254.0), [8.5, 9.5, 2.1, 1.0]
(255.0), [4.8, 7.9, 9.3, 4.0]
(256.0), [0.7, 5.5, 3.1, 4.7]
(257.0), [4.0, 0.9, 6.2, 9.5]
(258.0), [0.9, 7.2, 9.4, 4.8]
(259.0), [4.0, 4.8, 1.9, 3.6]
(260.0), [1.2, 8.6, 3.5, 4.5]
(261.0), [1.9, 6.3, 1.9, 9.4]
(262.0), [4.9, 5.1, 5.0, 8.8]
(263.0), [5.0, 9.3, 0.0, 0.0]
(264.0), [3.4, 9.0, 9.9, 4.7]
(265.0), [4.0, 2.8, 6.7, 6.4]
(266.0), [2.0, 3.4, 0.1, 1.2]
(267.0), [1.0, 1.5, 2.6, 8.5]
(268.0), [5.7, 6.3, 8.1, 0.5]
(269.0), [8.2, 3.7, 1.2, 2.0]
(270.0), [6.4, 2.3, 9.8, 2.6]
(271.0), [6.2, 4.4, 0.7, 1.2]
(272.0), [8.9, 0.7, 4.6, 0.5]
(273.0), [5.0, 7.2, 3.6, 7.6]
(274.0), [6.4, 6.6, 3.3, 6.9]
(275.0), [3.1, 8.3, 3.4, 4.0]
(276.0), [8.2, 3.7, 1.0, 3.5]
(277.0), [5.1, 6.3, 3.8, 2.6]
(278.0), [1.1, 9.5, 8.8, 7.6]
(279.0), [7.3, 9.1, 1.3, 2.8]
(280.0), [2.8, 7.7, 9.1, 7.9]
(281.0), [8.0, 4.6, 5.4, 9.5]
(282.0), [1.2, 0.5, 4.9, 1.0]
(283.0), [9.6, 3.6, 3.5, 4.0]
(284.0), [3.5, 0.2, 6.3, 6.0]
(285.0), [7.9, 9.7, 10.0, 8.6]
(286.0), [4.4, 3.9, 5.8, 10.0]
(287.0), [6.4, 5.4, 4.0, 9.5]
(288.0), [2.2, 3.2, 2.4, 8.5]
(289.0), [3.9, 1.8, 4.2, 0.4]
(290.0), [1.1, 4.0, 4.6, 1.7]
(291.0), [8.4, 5.1, 2.2, 0.4]
(292.0), [5.4, 9.9, 3.4, 8.0]
(293.0), [7.5, 5.0, 6.7, 2.4]
(294.0), [1.5, 0.0, 7.7, 1.9]
(295.0), [9.9, 3.9, 3.4, 9.5]
(296.0), [5.4, 2.3, 1.4, 2.5]
(297.0), [8.9, 5.1, 2.4, 1.7]
(298.0), [2.4, 4.8, 3.7, 7.2]
(299.0), [0.1, 1.4, 5.9, 6.3]
(300.0), [7.5, 2.4, 3.3, 6.7]
(301.0), [9.3, 0.2, 1.5, 6.0]
(302.0), [6.3, 3.8, 6.3, 1.0]
(303.0), [5.6, 9.4, 1.3, 6.0]
(304.0), [4.0, 7.2, 1.3, 1.7]
(305.0), [4.7, 7.8, 5.9, 1.0]
(306.0), [9.9, 4.7, 0.7, 5.9]
(307.0), [2.1, 4.1, 4.7, 3.4]
(308.0), [7.2, 3.9, 2.4, 3.6]
(309.0), [3.2, 4.0, 9.1, 1.8]
(310.0), [3.1, 8.0, 1.1, 6.1]
(311.0), [5.6, 7.6, 6.4, 4.4]
(312.0), [6.1, 2.0, 1.0, 5.7]
(313.0), [8.3, 9.3, 7.2, 6.8]
(314.0), [8.5, 1.2, 6.5, 4.0]
(315.0), [6.7, 8.2, 0.2, 2.2]
(316.0), [8.1, 0.8, 5.7, 7.9]
(317.0), [3.8, 6.9, 0.7, 3.4]
(318.0), [9.3, 7.1, 9.1, 2.7]
(319.0), [6.9, 6.4, 1.8, 3.2]
(320.0), [5.0, 7.8, 2.6, 9.3]
(321.0), [0.4, 4.2, 3.9, 8.5]
(322.0), [0.6, 0.9, 4.1, 9.3]
(323.0), [0.7, 3.1, 4.3, 5.9]
(324.0), [3.7, 8.0, 0.7, 5.1]
(325.0), [5.2, 6.4, 2.3, 2.1]
(326.0), [2.5, 2.9, 1.1, 1.7]
(327.0), [2.8, 2.0, 0.4, 2.4]
(328.0), [6.6, 0.4, 4.3, 9.8]
(329.0), [5.4, 1.9, 8.6, 3.4]
(330.0), [6.7, 4.8, 9.1, 3.0]
(331.0), [8.9, 0.8, 8.0, 6.9]
(332.0), [8.8, 0.3, 0.1, 7.1]
(333.0), [3.2, 1.3, 6.2, 0.3]
(334.0), [1.5, 8.5, 1.9, 2.3]
(335.0), [1.3, 9.5, 0.5, 7.8]
(336.0), [0.0, 8.0, 3.4, 9.9]
(337.0), [4.9, 0.1, 2.4, 5.7]
(338.0), [1.4, 0.9, 5.7, 3.0]
(339.0), [1.8, 2.6, 1.5, 1.8]
(340.0), [5.3, 10.0, 4.2, 9.3]
(341.0), [3.6, 9.0, 0.5, 2.4]
(342.0), [4.5, 6.2, 8.2, 7.6]
(343.0), [5.0, 0.4, 8.1, 4.8]
(344.0), [1.0, 6.9, 3.6, 2.0]
(345.0), [6.7, 9.1, 5.5, 3.9]
(346.0), [9.4, 7.8, 7.6, 0.2]
(347.0), [0.9, 9.9, 5.2, 3.3]
(348.0), [3.7, 6.3, 3.5, 4.7]
(349.0), [2.3, 2.1, 7.3, 4.1]
(350.0), [9.0, 0.9, 3.0, 8.2]
(351.0), [7.6, 7.4, 9.0, 2.9]
(352.0), [6.2, 8.9, 0.0, 7.1]
(353.0), [6.3, 0.8, 8.4, 1.4]
(354.0), [4.3, 9.1, 0.8, 9.0]
(355.0), [6.5, 8.3, 5.2, 8.2]
(356.0), [3.9, 8.8, 0.0, 7.4]
(357.0), [7.4, 1.3, 8.6, 2.6]
(358.0), [3.0, 3.5, 7.3, 4.7]
(359.0), [7.7, 8.1, 6.5, 9.2]
(360.0), [5.8, 2.9, 6.8, 4.3]
(361.0), [9.8, 7.0, 0.6, 0.9]
(362.0), [1.1, 3.2, 4.7, 2.7]
(363.0), [1.0, 9.9, 5.6, 0.7]
(364.0), [7.5, 3.7, 0.4, 4.5]
(365.0), [4.9, 9.7, 4.6, 4.6]
(366.0), [1.3, 6.0, 9.8, 9.2]
(367.0), [4.4, 3.5, 4.6, 8.5]
(368.0), [4.7, 5.4, 3.5, 7.7]
(369.0), [6.0, 4.2, 2.4, 1.8]
(370.0), [3.1, 9.6, 6.4, 4.9]
(371.0), [7.0, 4.7, 3.1, 6.4]
(372.0), [9.4, 6.0, 3.2, 0.3]
(373.0), [7.8, 0.3, 6.0, 9.9]
(374.0), [1.3, 4.6, 3.1, 6.4]
(375.0), [9.9, 9.3, 9.5, 5.4]
(376.0), [5.2, 8.2, 6.8, 9.1]
(377.0), [6.8, 6.8, 3.8, 1.6]
(378.0), [8.7, 3.2, 3.1, 6.2]
(379.0), [5.4, 6.1, 2.3, 8.4]
(380.0), [6.3, 2.6, 0.4, 2.3]
(381.0), [9.9, 4.7, 3.2, 6.7]
(382.0), [6.1, 2.6, 3.3, 6.3]
(383.0), [9.6, 0.6, 5.1, 4.4]
(384.0), [3.3, 7.4, 8.2, 6.3]
(385.0), [0.1, 0.4, 1.9, 1.1]
(386.0), [5.6, 8.1, 4.6, 5.5]
(387.0), [7.2, 6.3, 7.1, 2.6]
(388.0), [0.2, 8.1, 3.5, 3.0]
(389.0), [1.0, 5.7, 6.5, 5.3]
(390.0), [7.3, 2.1, 2.8, 4.0]
(391.0), [5.8, 6.7, 0.2, 2.1]
(392.0), [2.4, 0.9, 0.2, 7.5]
(393.0), [10.0, 8.9, 1.7, 1.8]
(394.0), [8.1, 5.0, 2.9, 8.8]
(395.0), [2.1, 7.5, 7.8, 9.2]
(396.0), [4.9, 4.4, 0.9, 2.9]
(397.0), [6.6, 2.2, 4.8, 2.7]
(398.0), [4.5, 1.8, 9.4, 2.2]
(399.0), [0.3, 2.9, 7.5, 1.6]
(400.0), [3.4, 0.4, 9.4, 8.4]
(401.0), [8.6, 2.5, 3.3, 7.9]
(402.0), [3.4, 3.5, 1.4, 1.2]
(403.0), [1.4, 0.2, 3.2, 0.5]
(404.0), [5.8, 9.7, 3.4, 2.2]
(405.0), [9.0, 8.9, 4.5, 5.4]
(406.0), [2.3, 4.8, 4.2, 6.0]
(407.0), [5.8, 3.5, 9.1, 7.0]
(408.0), [9.2, 9.8, 3.3, 5.3]
(409.0), [5.0, 6.4, 6.6, 9.3]
(410.0), [4.0, 4.3, 9.9, 6.0]
(411.0), [0.1, 4.5, 5.4, 0.7]
(412.0), [2.4, 8.4, 3.4, 9.4]
(413.0), [5.1, 7.1, 8.8, 0.7]
(414.0), [2.7, 9.3, 1.5, 5.9]
(415.0), [8.9, 6.8, 4.1, 4.4]
(416.0), [4.8, 1.3, 7.3, 4.3]
(417.0), [5.4, 0.9, 1.6, 0.9]
(418.0), [9.4, 1.3, 1.4, 1.5]
(419.0), [2.4, 4.0, 3.5, 0.7]
(420.0), [6.9, 4.6, 2.9, 1.4]
(421.0), [8.7, 0.2, 1.0, 1.4]
(422.0), [3.8, 0.2, 7.8, 5.5]
(423.0), [8.6, 7.6, 6.4, 1.7]
(424.0), [1.0, 5.6, 7.5, 4.6]
(425.0), [5.3, 4.2, 10.0, 3.1]
(426.0), [8.2, 8.5, 5.1, 2.6]
(427.0), [7.3, 5.2, 1.3, 6.9]
(428.0), [9.6, 7.6, 3.7, 4.4]
(429.0), [9.7, 8.5, 1.9, 9.9]
(430.0), [1.7, 8.5, 6.4, 3.7]
(431.0), [8.5, 5.5, 6.0, 5.9]
(432.0), [0.4, 3.8, 0.3, 7.6]
(433.0), [5.3, 6.0, 8.1, 9.5]
(434.0), [1.3, 3.9, 1.3, 5.3]
(435.0), [2.5, 4.1, 8.1, 8.7]
(436.0), [1.1, 1.7, 2.2, 0.6]
(437.0), [7.0, 6.3, 9.2, 2.6]
(438.0), [6.8, 8.3, 3.0, 5.8]
(439.0), [3.4, 7.0, 1.2, 2.1]
(440.0), [3.0, 3.3, 1.2, 5.3]
(441.0), [2.5, 6.7, 3.8, 6.0]
(442.0), [8.0, 1.7, 3.1, 0.1]
(443.0), [7.7, 4.3, 6.8, 3.7]
(444.0), [3.7, 3.3, 5.3, 8.2]
(445.0), [2.1, 7.6, 2.6, 1.7]
(446.0), [3.8, 3.9, 5.4, 6.6]
(447.0), [0.4, 2.8, 9.8, 2.6]
(448.0), [7.8, 3.4, 9.2, 4.0]
(449.0), [2.8, 4.6, 1.5, 2.5]
(450.0), [7.4, 4.7, 9.3, 2.8]
(451.0), [1.8, 5.1, 0.3, 2.8]
(452.0), [2.6, 1.2, 8.7, 5.1]
(453.0), [5.9, 2.4, 0.3, 0.6]
(454.0), [2.5, 2.1, 0.2, 2.7]
(455.0), [5.4, 4.1, 4.2, 3.7]
(456.0), [6.3, 1.4, 3.8, 6.8]
(457.0), [3.2, 8.3, 8.8, 0.7]
(458.0), [6.4, 1.8, 4.7, 1.8]
(459.0), [6.2, 2.9, 6.4, 8.7]
(460.0), [1.6, 4.4, 7.5, 6.9]
(461.0), [1.3, 3.5, 2.2, 1.6]
(462.0), [5.5, 3.8, 1.0, 1.6]
(463.0), [4.7, 8.9, 1.6, 9.3]
(464.0), [4.8, 7.0, 2.0, 7.2]
(465.0), [5.5, 6.0, 10.0, 9.3]
(466.0), [0.7, 3.3, 4.7, 7.2]
(467.0), [4.1, 4.7, 5.7, 4.5]
(468.0), [5.7, 7.5, 3.6, 8.8]
(469.0), [1.9, 1.5, 2.4, 4.6]
(470.0), [0.2, 9.8, 8.6, 8.6]
(471.0), [3.5, 10.0, 3.8, 7.4]
(472.0), [4.8, 7.5, 5.5, 1.3]
(473.0), [9.2, 9.7, 0.4, 2.5]
(474.0), [6.5, 4.6, 0.9, 1.0]
(475.0), [8.0, 9.1, 5.0, 9.8]
(476.0), [8.9, 4.5, 0.5, 8.8]
(477.0), [4.7, 4.4, 5.5, 0.0]
(478.0), [6.6, 2.9, 3.0, 1.9]
(479.0), [6.9, 0.1, 6.1, 8.5]
(480.0), [5.4, 4.7, 1.0, 2.3]
(481.0), [5.4, 8.4, 6.1, 6.7]
(482.0), [0.9, 3.7, 2.6, 9.1]
(483.0), [0.9, 2.0, 1.2, 5.3]
(484.0), [8.8, 5.1, 4.1, 5.8]
(485.0), [5.0, 5.8, 1.6, 3.7]
(486.0), [4.3, 0.2, 7.2, 3.4]
(487.0), [5.5, 6.8, 3.8, 4.0]
(488.0), [3.0, 2.2, 7.9, 3.3]
(489.0), [5.4, 7.8, 6.7, 6.9]
(490.0), [9.3, 2.7, 0.4, 0.9]
(491.0), [1.0, 0.7, 2.4, 5.3]
(492.0), [2.3, 1.7, 0.6, 2.4]
(493.0), [6.1, 9.9, 8.2, 5.8]
(494.0), [9.9, 9.9, 5.8, 9.4]
(495.0), [1.5, 1.8, 1.0, 6.4]
(496.0), [1.1, 7.3, 7.5, 6.7]
(497.0), [7.3, 1.4, 0.1, 0.6]
(498.0), [4.0, 3.3, 2.5, 2.0]
(499.0), [7.8, 4.0, 5.6, 8.4]
(500.0), [0.9, 6.1, 4.5, 0.2]
(501.0), [3.9, 5.8, 0.0, 8.9]
(502.0), [6.5, 6.8, 7.5, 6.0]
(503.0), [0.5, 4.1, 10.0, 3.1]
(504.0), [1.1, 8.1, 0.7, 7.3]
(505.0), [6.3, 7.8, 4.4, 7.3]
(506.0), [0.5, 0.2, 9.1, 9.7]
(507.0), [2.6, 0.2, 5.3, 8.1]
(508.0), [2.4, 0.0, 5.7, 5.7]
(509.0), [0.1, 9.5, 5.2, 0.8]
(510.0), [5.4, 6.2, 3.1, 3.6]
(511.0), [2.8, 1.2, 0.8, 4.2]
(512.0), [1.7, 6.7, 4.1, 0.0]
(513.0), [2.2, 0.7, 6.4, 7.2]
(514.0), [9.3, 7.2, 0.0, 0.1]
(515.0), [7.7, 8.8, 8.6, 4.3]
(516.0), [0.7, 1.6, 0.8, 6.5]
(517.0), [5.4, 1.0, 2.2, 7.2]
(518.0), [0.0, 3.7, 8.3, 5.4]
(519.0), [1.8, 5.3, 8.2, 8.7]
(520.0), [7.4, 9.7, 4.5, 0.1]
(521.0), [9.4, 0.8, 6.3, 5.4]
(522.0), [0.6, 0.5, 4.3, 1.1]
(523.0), [0.5, 9.5, 1.7, 4.4]
(524.0), [3.9, 2.2, 4.8, 4.2]
(525.0), [7.4, 2.0, 0.6, 3.2]
(526.0), [1.7, 3.5, 4.3, 0.2]
(527.0), [5.9, 2.8, 9.0, 0.4]
(528.0), [2.3, 5.7, 1.3, 0.0]
(529.0), [3.8, 4.3, 2.0, 5.2]
(530.0), [1.6, 4.3, 4.9, 5.7]
(531.0), [1.0, 5.1, 4.2, 7.2]
(532.0), [6.3, 5.7, 0.3, 5.2]
(533.0), [6.6, 6.6, 8.7, 1.7]
(534.0), [9.3, 1.6, 9.5, 7.5]
(535.0), [9.2, 4.4, 5.4, 3.6]
(536.0), [9.6, 7.9, 5.0, 5.6]
(537.0), [9.9, 1.3, 5.1, 4.2]
